#tipo;frente;verso;contexto;tags
Basic;"O verbo 'fazer' indicando tempo decorrido é pessoal ou impessoal?";"Impessoal. Fica sempre no singular.";"Ex.: 'Faz cinco anos' (nunca 'Fazem cinco anos').";portugues;concordancia
Basic;"'Tratar-se de' exige verbo no singular ou no plural?";"Sempre no singular (impessoal).";"Ex.: 'Trata-se de situações graves' (nunca 'Tratam-se').";portugues;concordancia
Basic;"'Haver' com auxiliar no sentido de existir: o auxiliar fica no singular ou plural?";"Singular. A impessoalidade se transmite ao auxiliar.";"Ex.: 'Deve haver recursos' (nunca 'Devem haver').";portugues;concordancia
Basic;"Quando se usam vírgulas para isolar uma oração com 'que'?";"Quando a oração é adjetiva explicativa.";"Explicativa (com vírgulas) = acrescenta informação. Restritiva (sem vírgulas) = restringe o sentido.";portugues;pontuacao
Basic;"No Decreto 7.053/2009, o cadastro no CadÚnico é pré-requisito para atendimento à pop. de rua?";"Não. O atendimento é imediato e incondicional.";"O cadastro facilita acesso a programas, mas não pode ser barreira ao atendimento.";especificos;decreto7053;pop_rua
Basic;"No Decreto 33.329/2011 (DF sem Miséria), qual a renda per capita para 'extrema pobreza'?";"Até R$ 70,00 mensais.";"Plano DF sem Miséria — Seção II do Decreto 33.329/2011.";programas_gdf;df_sem_miseria
Basic;"Na LC 840/2011, qual o prazo prescricional para aplicar demissão?";"5 anos.";"Contado a partir do conhecimento do fato pela Administração. Art. 207.";lc840;prescricao
Basic;"No Decreto 35.191/2014, em qual situação o auxílio-aluguel pode chegar a 48 meses?";"Deslocamento compulsório de famílias em assentamentos precários há mais de 5 anos.";"Art. 10: assentamentos incluídos em programas de urbanização e regularização habitacional/fundiária. Situação regular: até 6 meses.";programas_gdf;beneficios_eventuais
Basic;"No Cartão Gás (Decreto 42.376/2021), qual grupo tem prioridade máxima se houver limitação orçamentária?";"Famílias monoparentais chefiadas por mulheres com crianças de 0 a 6 anos.";"Art. 5º, I. Ordem: I) monoparental mulher 0-6; II) crianças 0-6; III) PcD; IV) idosos. Desempate: maior idade do responsável.";programas_gdf;cartao_gas
Basic;"Na LC 840/2011, 'praticar ato de assédio sexual ou moral' é infração de qual natureza?";"Infração média do Grupo II (suspensão de 31 a 90 dias).";"Art. 192, II da LC 840/2011. NÃO é infração grave (demissão). Pegadinha Quadrix.";lc840;regime_disciplinar
Basic;"Na LC 840/2011, por quanto tempo o demitido por infração grave do grupo II fica incompatibilizado?";"10 anos.";"Grupo I = 5 anos. Grupo II = 10 anos. Art. 199.";lc840;penalidades
Basic;"Na LC 840/2011, o que ocorre se o servidor for declarado revel no PAD?";"É designado defensor dativo.";"Revelia NÃO equivale a confissão. O servidor mantém o direito à defesa via dativo.";lc840;pad
Basic;"Na LC 840/2011, em qual fase do PAD é formulada a indiciação?";"Ao final da fase de instrução.";"Sequência: Instauração → Instrução (→ indiciação) → Defesa → Relatório → Julgamento.";lc840;pad
Basic;"No Cartão Gás (Decreto 42.376/2021), o que ocorre se o beneficiário não retirar o cartão em 120 dias?";"O benefício é cancelado.";"A vaga é disponibilizada para outro beneficiário elegível.";programas_gdf;cartao_gas
Basic;"Na LC 840/2011, quem aplica suspensão superior a 30 dias no Poder Executivo?";"Secretário de Estado ou autoridade equivalente.";"Até 30 dias: chefe imediato. Demissão/cassação: Governador. Art. 211.";lc840;competencia
Basic;"Na LC 840/2011, a suspensão é limitada a 30 dias para infrações de qual grupo?";"Grupo I.";"Grupo I: até 30 dias. Grupo II: 31 a 90 dias. Art. 200.";lc840;penalidades
Basic;"Na LC 840/2011, qual o prazo para conclusão da sindicância?";"30 dias, prorrogáveis por mais 30.";"Total máximo: 60 dias. PAD: 60+60 = 120 dias. Mnemônico: S3 P6.";lc840;sindicancia
Basic;"A Lei Maria da Penha proíbe a aplicação de qual tipo de pena?";"Cesta básica ou prestação pecuniária isolada.";"Art. 17 da Lei 11.340/2006. Também vedada a substituição por multa isolada.";maria_da_penha;penalidades
Basic;"Na LC 840/2011, quem julga o PAD com sanção de cassação de aposentadoria em autarquia do Executivo?";"Governador do Distrito Federal.";"Cassação de aposentadoria é sanção expulsória: competência exclusiva do chefe do respectivo Poder.";lc840;pad;competencia
